branch,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
EE,6.26,0,6.3,6.2,60.3,6.1,4.8,5.3,1,1,2,1,0,2,0,
EE,6.69,1,6.9,6.6,66.9,7,3.6,4,1,5,1,1,1,1,1,17.38
ME,7.76,1,8.1,3.7,59.2,5.6,7.8,5.5,2,3,3,0,0,2,1,21.75
CE,8.33,0,3.4,4.8,75.9,5.1,5.6,2.4,3,5,1,0,0,2,0,
ECE,6.42,0,3.9,5.6,75.8,8.1,0.5,0.8,2,1,0,2,0,1,1,13.58
ECE,5.54,0,6.6,5.4,69.2,4.9,1.4,4.4,0,1,1,1,0,0,0,
CE,6.13,0,7.4,6.2,80,6.8,5.5,3.8,1,2,1,0,1,2,1,18.29
ECE,8.29,1,7.4,5,70.2,7.7,1,6,0,1,2,0,0,0,1,15.77
ME,6.78,0,6.4,4,69,6.3,6.9,3.7,0,3,0,1,0,0,1,14.45
IT,5.57,0,6.3,4.6,54.6,3,4.1,1.5,1,3,1,3,0,2,1,13.78
Chemical,6.53,0,6,4.3,64.5,6,8.3,2.5,0,2,1,0,0,1,0,
IT,7.12,0,7.1,5.2,62.1,5.5,6.6,4.7,1,1,2,1,0,3,1,17.82
Chemical,6.42,0,6.9,4.5,68.1,6.3,1.7,3.7,1,2,1,0,1,1,0,
Chemical,6.18,2,4.9,7,50.9,3,7.1,3.9,1,1,1,0,0,2,0,
CSE,5.23,0,6.6,1.9,68.9,7.5,3.2,2.6,1,2,2,0,0,1,0,
Chemical,6.38,0,3.2,2.9,58.2,4.2,7.7,2.8,1,4,0,3,0,2,0,
CSE,6.55,2,7,7.3,52.4,3.2,2.1,4.4,1,3,1,1,0,2,1,17.74
IT,6.05,0,6.9,3.3,57.1,6.4,4.3,7.6,2,2,1,0,0,1,1,17.09
CE,5.97,0,7.5,6.5,36,5.3,2.7,4.9,2,4,1,0,0,0,0,
IT,8.32,0,6.1,6.5,75.1,4.2,2.2,5.9,0,2,0,0,0,1,0,
Chemical,6.27,1,8.3,6.2,82.7,4.8,2.8,5.3,1,4,0,0,0,1,1,16.61
IT,8.07,0,6,4.6,42.3,7,2.3,2.9,2,1,1,0,1,2,1,18.66
IT,7.11,1,6.5,3.3,62.4,4.7,3.6,3.2,1,1,1,2,0,1,1,15.34
CSE,7.87,1,5.6,6,52.6,5,4.2,4.5,1,3,1,0,0,1,1,17.45
IT,8.81,0,3.2,7.8,67.8,6.3,2.9,2.9,1,5,1,0,0,1,1,16.29
CSE,7.31,1,6.3,3.9,46.2,7.5,7,3.1,3,1,4,0,1,1,1,18.65
ME,6.93,0,7.5,9.7,74.6,5.4,7.9,4.7,0,3,1,0,0,0,0,
ME,7.16,0,5.7,6.7,90.9,4.5,5,4.6,0,3,0,1,0,1,0,
ME,7.18,0,6,4.8,61.5,3.2,4.5,3.7,2,2,0,1,1,1,1,17.1
EE,7.61,0,7.1,7.2,76.1,6.7,3.1,3.5,1,1,2,1,1,1,1,19.03
ECE,6.54,0,6.1,6.9,58.7,7,5.2,4.8,2,2,2,2,0,2,0,
ME,8.11,0,8.9,4.4,75.2,6.6,3.5,3.5,2,1,0,2,0,2,1,20.21
EE,6.35,0,7.7,6.7,69.9,3.5,4.3,3.9,1,1,0,2,1,0,0,
EE,5.98,0,6,7,77.1,7.3,3.7,3.7,3,5,2,0,1,0,0,
ME,7.79,0,6.8,3.7,65.5,5,3.3,3.9,2,3,0,0,1,1,1,15.73
CSE,7.99,0,5.4,8.4,85.7,4.7,5.1,2.9,1,2,1,2,1,1,1,18.12
ECE,7.87,0,7,7.4,63.4,7.6,3.7,5.2,0,4,3,1,2,1,1,17.24
Chemical,7.93,0,7.3,3.9,63.7,7.7,6,2.3,2,1,1,3,0,2,0,
Chemical,7,0,5.1,5.2,47.8,5.9,8.9,4.6,2,3,3,0,1,0,1,21.56
EE,6.43,0,5,8.5,58.9,6.5,7.4,4.2,3,2,0,0,0,2,0,
CSE,8.02,2,6.8,7.7,68.9,4.7,4.1,2.8,1,3,0,0,0,0,1,18.71
CSE,7.73,3,5.4,5.4,62.7,6.5,5.3,0.7,1,3,3,0,0,3,0,
Chemical,5.33,0,6.4,4.9,45.6,5.8,6.2,1.8,0,1,1,1,0,2,1,14.64
IT,5.83,0,8.2,10,35,5.4,9.7,1.9,3,4,1,0,0,0,1,24.81
ECE,8.01,1,6.1,2.3,57.6,6.2,3.7,4,0,2,1,3,0,1,1,13.89
EE,7.21,0,5.3,3.4,69.6,10,2.3,2.8,2,1,0,0,1,1,1,12.77
Chemical,7.4,0,5.7,6.5,60.7,4.4,2.5,0,1,4,2,1,0,0,1,14.96
CSE,7.11,1,6,6.9,34,4.6,5.7,2.1,1,1,2,2,1,3,1,18.55
EE,7.5,0,6.6,5.3,51.3,5.1,8,5.7,2,1,1,1,1,0,1,20.77
Chemical,8.01,0,8.7,4.7,63.4,3.4,2.7,4.3,1,3,1,2,0,2,1,21.22
IT,7.45,0,8.4,5.5,51.5,6.7,7,5.8,0,1,3,0,0,1,1,17.75
ECE,7.43,0,7.3,3.9,53.5,6.9,6.7,4.4,1,3,4,0,0,3,0,
Chemical,6.36,2,7,4.1,73.6,6.1,4.1,4.1,1,3,2,2,1,2,0,
CSE,5.37,2,6.3,5.6,65,7.5,5.1,2.2,1,1,1,0,0,0,0,
CSE,5.62,0,5.2,5.3,58.1,6.4,6.8,1.8,1,3,1,1,0,1,1,15.75
CSE,7.02,0,7,6.2,53.6,5.5,5.2,8.4,0,4,1,0,0,2,1,16.16
CSE,7.32,3,7.5,5.9,67.8,6.7,4.7,7.4,0,3,3,0,0,3,0,
IT,8.86,0,5,5.8,73.4,6.9,6.2,3.9,0,5,2,2,1,1,1,16.54
ECE,7.81,0,5.4,6.2,66.9,5,4,4,3,3,0,0,0,2,0,
IT,7.99,0,6.2,6.7,38.8,5.7,5.9,2.9,0,3,0,0,0,2,0,
IT,5.9,0,5.6,5.4,69.8,4.3,3,5,0,2,2,1,1,0,1,14.3
CSE,7.04,0,2,6,65.2,5,1,3.8,1,3,2,0,0,2,0,
CE,7.67,1,7.8,4.5,61.9,6.2,8.3,6.6,3,2,4,0,0,2,1,21.8
EE,6.17,1,9.5,5.5,76,8.6,0.4,5.1,1,5,2,0,2,1,1,17.3
EE,6.56,1,4.8,7.8,67,3,3.3,3.3,1,1,3,1,0,0,1,16.82
CSE,8.09,0,5,9.5,69.3,7.1,3.7,6.9,1,3,1,0,0,2,1,21.75
ECE,6.77,1,5.8,5.7,76.5,6.3,2.7,3.4,1,1,1,1,0,0,0,
CE,7.3,2,5.1,3.1,63.2,6.9,4.3,6.7,1,1,0,1,0,0,1,15.99
CE,6.93,0,7.2,4.1,65.1,5.6,4.4,3.2,0,3,0,1,0,0,0,
IT,7.24,0,7.5,4.6,91.1,4,3.7,2,1,2,3,0,0,2,0,
CSE,6.89,0,5.2,2,63.4,7.3,4.5,0.3,3,2,3,0,0,2,1,16.26
ME,8.08,0,6.4,3.6,84.3,8.5,1.6,3.9,0,1,0,0,1,0,0,
IT,6.24,0,5.9,1.1,58.1,6.3,7.6,2.4,0,4,2,0,0,0,1,14.54
Chemical,7.01,0,6.8,7.2,77.7,4.9,0.8,2.2,1,5,1,0,1,2,1,14.8
CSE,6.74,1,7.9,8.6,60.9,8.3,3.7,4.5,3,2,3,0,0,0,1,20.79
EE,7.89,0,4.4,5.6,98.4,4.7,6.8,5.5,0,2,1,2,1,3,1,18.49
CSE,7.84,0,6.9,8.1,49,3.1,3.7,3,3,2,1,0,0,3,1,22.76
ECE,7.13,3,4.4,2.9,52.9,8.1,0.7,3.1,2,1,1,0,0,0,1,13.16
ME,8.51,3,8.6,4.2,64.4,3.1,7.7,3.1,1,2,1,0,0,2,0,
ECE,5.8,0,5.1,6.6,64.4,4.3,4.7,4.4,1,3,0,0,0,0,0,
EE,5.64,0,4.4,7.5,50.6,6.7,1.7,5,2,1,2,1,0,1,1,16.51
CSE,8.5,0,6.4,7,82.5,9,2.2,3.6,0,2,1,2,0,2,0,
Chemical,5.81,2,4,2.5,67.6,6.7,6.6,7.4,2,1,3,0,2,0,0,
ECE,5.8,0,5.9,6,72.1,5.4,2.7,6.1,1,4,1,0,0,1,1,14.46
CSE,7.36,1,6,4,45,6.5,4.2,4.4,0,2,2,0,0,1,0,
ME,7.16,0,4.3,6.4,74.1,6.5,6.1,3.3,0,3,0,1,1,2,1,14.73
ME,7.72,1,7.3,7.8,55.3,6.9,6.2,2.5,3,3,0,2,0,1,1,20.73
CSE,7.17,0,7.5,9.1,64.3,7.7,5,5.4,1,2,1,0,0,1,1,19.54
IT,6.53,0,6.6,3.1,31.8,4.6,2.5,5.7,1,1,2,2,0,0,0,
EE,8.19,0,4.9,4.2,77,5.4,3.3,2.8,2,2,1,0,0,1,1,15.72
ME,8.1,0,7.1,4.9,49.7,6.8,0.6,3.5,2,1,3,1,0,0,1,17.45
CSE,6.32,0,5.9,5.2,54,7.7,3.7,5.2,1,5,1,1,2,3,1,15.86
Chemical,7.14,3,7.7,6.6,53.8,4.8,3.8,3.2,0,2,0,0,0,0,1,20.6
IT,6.97,0,5.8,2.5,70.3,8.9,1.6,2.7,1,0,1,0,0,0,1,11.91
CSE,8.09,0,4.7,7.5,64.6,6.5,4.3,2,1,2,3,0,0,3,0,
EE,7.68,0,4.8,8.6,70,6.7,1.2,2.7,1,2,0,0,0,1,0,
CSE,6.85,0,7.4,6.6,77.2,4.1,2.9,4.3,2,2,1,0,0,1,0,
CSE,5.51,1,6.2,8.7,55.4,3.7,4.4,7.4,0,5,0,0,1,0,0,
ME,7.49,0,5.9,7.3,52.6,6.1,6.1,1,0,2,2,1,1,2,1,18.27
EE,5.7,0,7.1,6.3,48.3,8,4.6,2,0,4,1,0,0,1,0,
Chemical,6.9,2,4.4,6.3,71,5.4,4.1,3.8,2,4,1,3,0,1,1,16.24
Chemical,8.39,0,3.6,2.5,64,6.6,2.3,6.6,0,2,2,0,0,1,0,
EE,7.41,0,7.6,4.5,69.8,4.7,3.1,2,1,3,4,0,0,0,1,14.57
IT,6.86,0,7.8,6.7,60,5.5,6.7,1.3,1,2,0,0,0,0,1,19.11
ME,7.39,1,5.6,5.9,63.4,4.2,3.6,8.3,1,5,2,0,0,2,1,16.49
CSE,7.81,0,7.5,3.1,68.8,5.6,0.6,0,1,4,4,1,1,0,1,13.17
CSE,7.44,1,7,6.5,76.1,5.8,3.3,6,1,2,3,2,0,2,1,18.05
Chemical,6.79,0,5.9,4.1,74,5.6,6.4,6,1,4,1,0,0,2,0,
ECE,8.24,0,1.8,1.5,66.5,7.2,8.8,2.8,1,0,0,0,0,0,0,
IT,6.61,0,7.4,3.9,66.7,4.1,6.9,2.8,0,3,4,0,2,1,1,15.01
CSE,6.56,2,7.2,3.9,48.8,5.9,1.3,0.7,0,5,1,0,0,0,1,8.03
CE,7.61,0,7,3.2,69.8,3.4,4.9,1.9,2,2,1,0,1,0,0,
CSE,6.45,0,3.7,4.1,79.6,7.5,1.4,4.2,3,4,1,1,0,1,1,15.93
IT,8.1,0,9.2,5.8,74.8,5.3,5.5,4.4,1,4,2,0,0,1,0,
CSE,5.93,0,5.9,7.2,61.3,8.1,3,7.9,0,3,1,0,1,0,0,
EE,7.55,0,6.5,7.6,67.5,3,4.8,1.9,0,4,3,2,0,1,1,17.34
CSE,5.88,0,4.1,3.5,83.5,5.4,5.4,3.3,1,3,2,2,0,0,1,13.46
IT,5.82,1,5.4,6.3,50.8,5.8,3.6,6.2,1,3,3,0,2,0,1,16.41
ME,6.75,0,6,6.1,75.2,6.6,1.2,3.4,2,1,2,0,0,1,1,15.04
ME,7.09,3,6.4,8.4,68.3,6.2,5.7,3.7,0,3,1,0,0,2,1,22.19
ECE,6.23,1,6.6,2,75.8,5.7,4.9,4.3,0,5,2,0,2,1,1,13.03
EE,7.23,2,3.7,5.9,47.1,5.4,3.2,3.9,2,2,2,0,0,0,0,
CSE,8.48,0,8.2,5.8,42.8,7.1,0.6,1.8,3,4,1,1,0,3,1,18.18
IT,6.56,0,7.4,6,79.6,6.7,3.8,1.7,1,0,2,0,0,0,1,17.3
IT,6.55,0,4.9,5.1,65.3,5.1,4.9,2.3,1,4,2,1,0,0,1,15.39
ECE,6.06,0,6.9,5.2,67.7,4,3.6,2.9,1,4,0,1,0,3,1,16.23
Chemical,6.97,0,6,7.8,48,7.1,6.5,1.2,2,2,2,1,1,1,0,
IT,8.73,3,5.9,7.2,73.1,6.7,4,3.1,3,3,1,1,0,1,1,22.97
ECE,10,1,9.6,5.9,57.5,5.2,1.3,2.7,1,2,3,2,0,2,1,20.3
IT,7.9,0,6.7,6.5,57.9,6.8,4.6,2.5,0,2,4,0,0,2,1,20.29
CSE,7.3,0,4.4,5.4,72.1,6.6,1.8,2.9,2,5,0,0,0,2,1,17.67
EE,8.19,0,5.5,5.5,59.2,5.5,4.8,5.8,2,4,1,0,1,1,1,20.55
CSE,6.58,0,6.9,5.6,58.5,8.2,3.6,3.1,0,3,1,2,1,2,0,
Chemical,7.24,0,4.9,5.2,36.6,4.3,3.8,2.5,0,3,2,0,1,3,1,14.18
CSE,7.88,2,5.9,5.5,80.2,3.8,3.1,2,0,1,2,0,0,1,0,
CSE,7.43,0,8,5.5,91.9,5,3.8,0.7,0,3,1,0,0,0,1,15.01
CE,6.41,0,4.8,4.3,69.5,6.1,5.9,3.1,2,4,1,3,2,1,1,13.23
CE,8.28,0,7.5,7,60.1,8.5,6.6,5.3,2,4,3,0,0,1,0,
ME,7.62,0,5.7,5.3,66.3,5.2,7.1,0,2,3,1,0,0,0,1,18.64
IT,7.43,2,6.7,4.6,63.8,7.3,2.5,4.1,2,2,1,0,0,0,1,17.32
CSE,7.69,0,5.4,7.2,73.5,4,5.7,0.8,2,2,2,0,1,2,0,
CE,7.65,2,7.6,2.9,55.7,4.4,6.9,6.1,0,1,0,0,2,0,0,
CE,6.63,0,5.6,5.5,60,8,2.2,2.5,2,2,0,3,0,3,1,14.58
CSE,7.42,0,3.9,2.2,64.9,6.2,5.9,7.5,1,2,0,0,0,2,0,
EE,8.34,0,5.9,9.2,86.2,6.4,2.8,2.4,1,4,2,0,0,1,1,18.78
EE,7.87,0,5.2,4.2,67.5,5,0,4.1,1,1,1,0,0,1,1,15.11
CE,6.58,0,4.7,5.9,50.4,7.6,4,2.8,1,1,1,2,1,0,0,
ECE,7.44,0,8,4.9,67.4,6.7,3.5,3.3,2,3,0,1,0,1,0,
ME,7.07,0,6.1,5.8,78.8,8,5,7.7,2,4,1,1,0,1,1,17.99
ECE,7.48,2,6.1,7.3,67.5,4.8,5.8,6.4,0,1,0,1,0,0,0,
IT,5.69,0,6.7,5,81.8,7.7,4.2,7.5,1,3,1,1,0,1,1,18.03
CE,5.44,0,6.5,3.1,64.8,5.5,5,4.1,1,5,2,0,0,3,1,15.03
CSE,6.45,0,8.1,7.9,61.2,9,5,5,1,3,2,0,2,2,1,20.84
CE,7.66,0,8,5.2,58.1,4.4,1.7,5.5,1,3,1,3,0,1,1,20.36
Chemical,7.94,0,6.7,6.3,68.2,6.2,2.6,9.3,2,4,0,3,2,2,1,21.04
IT,6.87,0,6.4,6.7,58.5,7.1,5.5,5.4,2,5,2,2,0,0,1,18.46
IT,6.71,0,6.7,5.4,62.4,5.7,2.5,4.1,0,1,1,2,0,1,1,14.54
Chemical,6.33,0,6.6,5.8,66.2,6.5,4.4,1.9,1,1,4,0,0,2,1,16.2
CSE,6.35,0,5.2,1.4,64.5,5.1,1.6,5.4,0,3,3,0,0,1,0,
EE,7.54,2,5.2,1.9,60.5,5,7.1,3.7,0,3,3,0,0,2,0,
EE,8.5,1,5.1,6.9,51.5,4.2,1.5,6.6,3,2,1,0,2,0,1,19.94
CSE,6.51,0,6,7.8,64.6,7,7.6,0,0,1,2,1,0,0,0,
IT,7.16,0,6.6,8.1,77.8,6.5,6.8,3,2,5,3,0,0,2,1,19.9
CSE,6.76,0,5.5,5.8,65.2,4.6,0.6,7.1,1,1,1,0,1,1,1,17.19
Chemical,7.47,0,3.1,3.2,60.1,6.2,4.2,1.5,1,3,3,1,0,0,1,10.98
IT,7.77,0,6.3,10,60,7.1,2.6,3.8,0,1,1,1,0,1,1,18.78
IT,8.21,3,6.9,6.7,71.1,5.1,3.5,1.3,3,4,1,0,0,1,1,21.21
EE,8.61,0,6.2,9.4,62.3,6.3,3,4.3,1,2,2,0,0,1,1,22.05
ME,6.28,0,5.1,10,81.6,6,5.5,2.8,0,1,4,0,0,3,1,17.01
IT,7.4,0,2,5.8,74.6,6.5,1,1,1,0,2,0,0,1,0,
IT,6,2,7.7,5.5,69.3,6.2,4.3,7.6,1,5,2,0,0,2,0,
CSE,6.21,0,4.6,6,57.1,9.3,7.1,3.2,1,2,2,3,0,1,1,14.66
ECE,7.49,0,6.5,7.9,49.3,6.2,10,5.5,0,0,1,0,0,0,1,19.56
ECE,8.19,0,6.3,7.8,64.7,5.3,3.9,4,0,0,3,0,0,2,1,18.68
CSE,7.06,0,5.4,7.5,67.9,7.5,3.6,5,2,4,2,2,0,1,0,
Chemical,9,2,6.3,5.6,43,6.7,9.2,4.5,2,2,2,3,0,1,0,
CE,6.71,1,4.5,3.4,45.4,3.5,8.7,3.5,3,1,1,0,0,0,1,19.09
CE,7.64,1,7.9,6.5,74.5,4.9,3.6,4.8,1,1,0,2,0,1,1,20.91
ECE,6.64,1,5,7.4,33.3,5.4,6,4.1,1,1,1,3,1,0,1,18.13
IT,7.83,0,3.5,9.7,57.8,7.1,3.1,4.9,1,0,0,1,0,2,1,18.55
ME,6.91,1,5.6,6.6,82.6,6.7,3.6,1.3,3,1,0,1,0,1,1,19.53
IT,9.84,0,6.1,5.3,51.5,6.6,8.2,0.6,0,3,3,1,1,2,1,19.11
IT,5.73,0,6.3,7.5,60.5,6,7,4.8,1,1,4,1,2,3,1,18.28
EE,7.45,0,5.6,8.6,82.9,3.8,4.1,3.6,2,4,1,0,0,0,1,20.12
EE,8.57,1,6.2,3.9,65.5,5,2.7,3,0,4,2,0,1,1,0,
IT,6.7,0,9,4.8,53.2,7.2,1.1,4.4,0,2,0,1,2,3,1,12.1
ME,5.98,0,3.2,6.1,58.6,7,8.2,5.5,2,3,0,0,0,0,1,18.19
IT,7.63,3,6.7,8.3,43,5.2,5.6,4.3,2,4,2,2,0,0,1,20.07
CSE,6.75,0,8.4,1,67.7,4.6,4,2.5,0,2,0,3,0,2,0,
CSE,6.83,0,8.1,5.3,69.4,2.5,4.8,5.1,3,3,1,0,0,1,1,22.56
Chemical,8.15,3,8.3,7.8,65.4,4.4,0.2,3.8,1,3,2,0,1,0,1,18
CSE,9.04,0,6.2,6,72.8,5.6,3.8,3.1,0,1,4,0,1,3,1,16.13
ME,8.98,0,7.1,2.8,49.5,5.7,5.4,3.8,1,4,1,0,0,3,1,19.45
ME,8.64,1,6.9,7.3,80.1,4.9,2.7,3.6,0,0,1,1,1,0,1,17.04
ME,5.39,1,3.9,4,74.3,5,2.7,4.9,1,3,2,0,0,2,0,
IT,7.83,0,6.4,6,67.8,10,3.7,5.9,0,2,1,1,0,2,1,15.84
IT,6.03,1,5,4.5,54.8,5.7,6.6,1,1,2,0,1,0,0,0,
IT,6.64,0,5.1,5.7,60.1,5.3,3.1,2.7,0,2,0,1,1,2,1,13.25
Chemical,5.94,0,8.2,3.2,60.6,6.7,4.6,7.1,0,2,2,2,0,0,0,
Chemical,6.74,0,6.9,6.3,73.1,4.6,5.5,5.9,3,0,1,1,1,1,1,23.38
IT,7.34,0,4.4,3.4,56.5,3.8,1.4,1,0,3,1,1,0,1,1,11.01
CE,7.03,0,7.3,5.4,97.6,6.3,3.7,4.5,1,0,1,0,0,1,0,
ECE,7.32,1,6.5,5,78.6,6,0.4,6.4,2,4,0,2,0,1,1,17.03
EE,5.51,0,6.9,6.4,61.4,6.3,5.1,5,0,2,2,1,0,1,1,13.7
Chemical,6.65,0,7.4,5.1,52.5,7.5,6.5,5.8,2,3,3,3,0,3,1,20.55
Chemical,8.06,0,8,4.1,64.6,4.2,6.9,2.1,0,5,3,3,1,1,0,
CE,8.67,0,5,1.5,54.7,7.6,3.9,5,3,2,2,0,0,1,1,15.31
EE,7.38,0,4.3,3.3,45.3,5.9,3.4,3.8,0,2,3,1,0,1,0,
ECE,7.7,1,5.1,6.4,70,7,1.1,4.5,3,3,2,3,0,1,1,17.58
CSE,7.2,0,5.3,6.2,34.1,7.6,4.6,5.9,1,1,1,0,2,0,1,17.3
EE,6.14,1,6.7,5.6,63,10,5.2,1.9,1,2,3,1,0,0,0,
CSE,8.15,1,5.6,6.4,91.1,5.5,2.8,6.7,0,4,0,0,1,1,1,16.55
ECE,7.1,0,8.5,5.3,82.4,7.3,2.6,6,0,1,2,1,0,0,0,
ME,8.65,0,8,5.3,81.9,6.7,3.6,4.6,0,2,2,1,0,0,0,
Chemical,6.35,0,7.2,7.2,68.4,8.8,6.1,1.5,0,2,1,1,1,2,1,14.43
Chemical,8,0,3.6,2.6,75.2,6.8,5.5,4.4,1,4,3,0,0,2,0,
CSE,8.76,0,8.1,5.7,59.1,6.8,6.3,4.4,2,2,1,0,1,2,1,22.41
CSE,6.5,0,7.5,7,91,6.4,1.6,0.4,1,0,3,1,1,0,1,17.02
CSE,6.94,0,7.2,6.9,61.9,5.7,1.8,1.7,0,2,0,2,0,0,1,15.15
ME,7.79,1,8.8,8.1,45.6,6.3,6.4,4,2,4,0,0,1,1,1,23.27
IT,6.8,2,4.9,4.8,60.5,7.1,3.4,3.9,1,2,0,1,0,1,0,
CE,6.72,0,7.3,5.2,53,3.9,0.7,5,0,3,0,1,0,1,1,13.32
Chemical,5.73,0,6.1,2.2,78.1,5,3.2,6.6,2,4,2,0,0,0,1,13.74
EE,8,1,5.3,5.6,54.6,6.5,3.9,3.7,3,1,3,0,1,1,1,19.52
ME,7.75,2,6.2,6.4,67.7,8.1,6.9,5.6,0,3,4,0,0,0,1,20.6
IT,6.93,1,6.8,3.3,73.9,5.2,6.8,2.7,0,4,1,2,2,1,1,17.51
Chemical,5.4,0,6.6,4.7,53.5,5.5,5.5,4.4,0,2,1,0,1,2,1,14.65
ECE,7.51,3,6.9,4.9,91.2,5.6,6.2,5.6,0,3,2,0,1,1,1,15.01
ECE,9.17,0,3.3,6.4,59.3,6.9,2.1,6.3,1,3,1,0,1,2,1,21.22
CSE,6.96,1,7.6,7,63.5,6,5.9,5.2,1,2,3,0,1,1,1,19.94
CE,7.89,0,3.3,4.9,85.4,7.4,7.2,5,1,2,1,3,0,1,0,
ME,8.11,0,4,4.1,69.9,3.7,6.8,0.4,1,2,2,0,2,1,1,16.98
CSE,5.87,1,4.3,1.7,61,7.3,5.2,3.3,2,1,1,0,0,0,0,
EE,6.56,0,6,8,69.5,7.1,4.4,5.2,0,4,4,0,0,1,1,15.58
ECE,6.62,1,5.8,6.5,68.8,6,4.2,1.4,0,1,3,0,0,2,1,17.26
IT,6.83,0,5.8,5.6,67.1,7.4,5,0,1,1,1,0,1,0,0,
IT,7.09,0,6.5,3.3,74.3,8,2.4,5.6,1,3,2,1,0,0,1,15.08
IT,8.59,2,5.1,4.4,60.2,4.2,1.2,3.2,3,2,0,0,0,2,1,20.43
CSE,7.29,0,5.5,7,68.7,4,3.6,5.4,1,3,4,2,1,3,0,
ECE,7.02,2,4.8,8.3,45.8,6.2,7.8,3,1,2,1,1,2,2,1,20.14
CE,6.17,0,3.8,6.7,55.9,6.1,8,8.2,1,3,1,2,0,2,1,19.23
IT,7.69,0,6.8,6.1,49.4,6.4,4.4,1.6,2,1,0,3,0,2,1,21.41
ME,7.1,0,7,7.7,43.2,9.9,4.8,1.6,0,2,2,0,0,2,0,
EE,8.51,2,7.6,6.2,58,4.4,6.3,1.6,3,3,1,2,1,1,1,25.24
ME,6.64,1,7.1,7.8,57.4,8.8,3.1,1.6,2,4,0,1,0,0,1,15.57
CSE,6.94,0,5,4.4,47.5,6.7,4.4,6,0,1,3,0,0,0,0,
ECE,7.79,1,5.2,9.1,49.4,6.7,3.4,3.8,0,2,4,3,0,1,1,18.9
IT,7.7,0,6.8,6,66.4,4.5,0.7,4.1,0,2,1,0,2,1,1,14.3
EE,9.25,0,6.3,10,48.1,3.9,6.7,4.3,1,1,1,0,1,2,1,25.24
IT,6.95,0,5.1,8.2,66.3,4.3,5.3,5.7,2,2,0,1,0,0,1,19.22
CE,7.18,0,5.5,3.8,59.6,4.7,3.3,1.4,1,1,2,0,2,2,0,
IT,7.48,0,4.8,7.9,69.2,7.5,4.6,3.7,1,2,0,0,2,1,1,19.02
ME,6.74,0,2.9,8.2,55.3,6.5,4.6,3,0,2,2,2,2,3,1,14.52
ECE,6.33,0,4,6.6,58.7,5.2,6,3.5,2,3,0,1,0,1,1,18.01
ECE,7.63,0,5.5,8,61.4,5.8,3.9,3.8,1,1,1,1,0,1,1,18.84
CSE,6.49,0,7.2,4.2,65.1,6.7,8.5,2.6,1,3,0,0,1,2,0,
ME,7.67,0,7.7,5.1,59.6,6.2,7,3.1,0,1,1,0,0,1,1,18.53
IT,7.75,2,8.5,3.1,71.7,6.6,2.3,3.7,3,0,1,1,0,3,1,17.63
CSE,7.84,2,7.1,3.5,63.3,7.1,6.5,2.4,2,4,0,0,0,1,1,18.02
CE,8.12,0,5.7,2.4,77.3,4.1,5,2.6,1,3,4,0,0,1,1,16.24
CSE,6.14,0,3,6.6,55.4,5.7,4,6.2,1,3,3,0,0,0,0,
IT,7.62,0,5.8,3.7,56.3,5.5,3.9,2.4,1,2,1,0,0,1,1,16.85
CSE,6.31,0,7.6,5.1,65.4,4.7,3.1,3.5,2,2,0,0,0,2,1,16.26
CSE,8.15,1,5.4,5.3,58.6,7,6,2.8,0,3,2,0,2,3,1,17.58
CSE,7.35,1,7.5,8.7,63.5,5.1,1.7,2.8,2,5,2,0,2,1,1,20.46
ME,7.38,1,6.7,4.2,45.5,5.3,5.6,3.9,3,5,3,0,0,3,1,21.04
EE,8.94,0,6.4,5.9,62.6,4.8,1.1,3.1,3,3,1,0,0,0,1,21.53
ECE,7.32,0,8,2.5,86.1,8,5.4,7.5,0,4,1,0,0,1,1,17.44
CSE,6.84,0,8.7,5.6,48.9,3.4,2.9,7,1,1,0,0,1,0,0,
Chemical,8.28,2,4.7,3.5,62,5.7,6.3,3.7,2,3,1,0,1,3,0,
IT,6.18,0,6.4,7.1,56.7,6.8,7.1,1.7,0,3,1,1,1,1,1,16.46
ME,7.2,1,5.8,6.3,45,5.7,6.1,3.4,1,1,2,1,0,3,0,
IT,5.74,0,5.8,4.2,59.6,5.3,4.9,3.6,2,1,1,0,0,3,0,
IT,7.86,0,6.4,8.1,52.3,5,4.2,6.4,1,4,3,1,0,1,1,19.08
CE,7.6,0,5.1,7.4,100,6.3,5.6,6.7,0,0,0,0,0,0,0,
CE,6.29,0,5,6,60.7,3.6,4,6,0,5,2,0,0,1,1,16.43
EE,8.79,0,5.9,4.9,85.3,6.7,5.4,4.7,1,5,1,0,1,3,1,19.43
EE,8.85,2,6.4,5.6,88.9,7.1,2.5,1.1,1,2,0,0,1,1,1,19.54
IT,5.03,0,6.8,8.6,69.1,5.7,3.4,6.4,1,2,2,1,0,1,0,
CE,6.64,1,6.2,2.8,46.1,6.4,4.4,3.9,1,3,0,0,0,1,1,13.09
IT,9.12,1,8.1,2.7,67.5,3.5,0.8,2.7,1,1,1,0,1,1,1,17.04
CSE,8.62,0,6.2,5.9,59.6,6.9,4.9,6,3,3,2,2,0,0,1,17.33
IT,7.2,0,7.7,4,72.3,5.2,3.5,3,0,2,2,0,0,1,1,15.58
